 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 - Brasil
População residente por Região e Faixa Etária 2
Município: 130260 MANAUS
Período:2020
"Região";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"1 Região Norte";171533;184794;181856;184440;203967;195232;185254;186370;167451;134713;108615;88670;68613;48231;31299;19938;20914;2181890
"Total";171533;184794;181856;184440;203967;195232;185254;186370;167451;134713;108615;88670;68613;48231;31299;19938;20914;2181890
 Fonte:
 
 Trabalho coordenado pela RIPSA.
 Realização: CGI Demográfico/RIPSA e CGIAE/SVSA/Ministério da Saúde.
 Dados básicos: IBGE
 Baixe os arquivos com os dados de Estimativas Populacionais por Município, Idade e Sexo 2000-2024 a partir do endereço de FTP
 ftp://ftp.datasus.gov.br/dissemin/publicos/IBGE/POPSVS/

